	Variable1	Variable2	Correlation	Variable1_type	Variable2_type	P-value
274224	f324	Texture_Entropy_FITC_3_03_256	0.322231222268026	DL features	CP features	8.58471755214092e-50
274233	f324	Texture_SumAverage_FITC_3_00_256	0.374286929218782	DL features	CP features	4.532011750931561e-68
274234	f324	Texture_SumAverage_FITC_3_01_256	0.370714011078874	DL features	CP features	1.06079625181718e-66
274235	f324	Texture_SumAverage_FITC_3_02_256	0.372547955529805	DL features	CP features	2.1121882775243402e-67
274236	f324	Texture_SumAverage_FITC_3_03_256	0.372816911115048	DL features	CP features	1.66591026593927e-67
274241	f324	Texture_SumEntropy_FITC_3_00_256	0.321764534333133	DL features	CP features	1.20813030421388e-49
274242	f324	Texture_SumEntropy_FITC_3_01_256	0.325700237561026	DL features	CP features	6.65509347549839e-51
274243	f324	Texture_SumEntropy_FITC_3_02_256	0.322367041996674	DL features	CP features	7.771777807218909e-50
274244	f324	Texture_SumEntropy_FITC_3_03_256	0.324064876331082	DL features	CP features	2.23083258761889e-50
274249	f324	Texture_SumVariance_FITC_3_00_256	0.324889661928112	DL features	CP features	1.21289499777277e-50
274250	f324	Texture_SumVariance_FITC_3_01_256	0.334241114971877	DL features	CP features	1.05749623417033e-53
274251	f324	Texture_SumVariance_FITC_3_02_256	0.329707151734015	DL features	CP features	3.3161456328189203e-52
274252	f324	Texture_SumVariance_FITC_3_03_256	0.330421747440899	DL features	CP features	1.93341833553763e-52
274257	f324	Texture_Variance_FITC_3_00_256	0.330025029226836	DL features	CP features	2.6095685303263102e-52
274258	f324	Texture_Variance_FITC_3_01_256	0.332641038682102	DL features	CP features	3.59238563293608e-53
274259	f324	Texture_Variance_FITC_3_02_256	0.331036691418993	DL features	CP features	1.2145539193079e-52
274260	f324	Texture_Variance_FITC_3_03_256	0.332894656414384	DL features	CP features	2.9621550130225303e-53
274262	f325	f327	-0.6382280375934191	DL features	DL features	1.58315075887022e-233
274263	f325	f329	0.488244761003025	DL features	DL features	6.91588649016708e-122
274265	f325	f331	-0.303303985186376	DL features	DL features	5.468710494318961e-44
274266	f325	f332	-0.409638505466733	DL features	DL features	1.38744971466089e-82
274277	f325	f344	0.334581268098962	DL features	DL features	8.1452538246979e-54
274279	f325	f347	0.53672523971755	DL features	DL features	7.066283267647511e-152
274280	f325	f349	0.348556251259724	DL features	DL features	1.34375022997434e-58
274286	f325	f355	-0.408318455513375	DL features	DL features	5.2025235502160304e-82
274288	f325	f357	-0.375955840236868	DL features	DL features	1.02601634075667e-68
274292	f325	f361	0.375392139807287	DL features	DL features	1.6971252441198003e-68
274293	f325	f362	-0.305017427914004	DL features	DL features	1.6969198682631602e-44
274294	f325	f363	0.404680178888048	DL features	DL features	1.93356507707571e-80
274296	f325	f365	-0.343208808426694	DL features	DL features	9.702645328051689e-57
274302	f325	f372	-0.5026352418176451	DL features	DL features	2.754958335086961e-130
274303	f325	f373	-0.422649832860527	DL features	DL features	2.20130277575446e-88
274305	f325	f375	0.312722762832771	DL features	DL features	7.971491665614351e-47
274306	f325	f376	-0.435620209599305	DL features	DL features	1.96347322082336e-94
274308	f325	f378	0.521148239731106	DL features	DL features	1.0667459841760199e-141
274309	f325	f379	0.392259063537174	DL features	DL features	3.17071893105231e-75
274312	f325	f382	-0.407977491941329	DL features	DL features	7.30865649999895e-82
274315	f325	AreaShape_Area	0.424298273449375	DL features	CP features	3.88256166868971e-89
274316	f325	AreaShape_BoundingBoxArea	0.421466641413413	DL features	CP features	7.603917228989239e-88
274317	f325	AreaShape_BoundingBoxMaximum_X	0.420094101587102	DL features	CP features	3.18475186713481e-87
274318	f325	AreaShape_BoundingBoxMaximum_Y	0.369864633965303	DL features	CP features	2.23061539841536e-66
274321	f325	AreaShape_Center_X	0.415478370920622	DL features	CP features	3.7257730034549604e-85
274322	f325	AreaShape_Center_Y	0.361144877087682	DL features	CP features	4.01590720025842e-63
274323	f325	AreaShape_CentralMoment_0_0	0.424298273449375	DL features	CP features	3.88256166868971e-89
274324	f325	AreaShape_CentralMoment_0_2	0.427201491531399	DL features	CP features	1.78195202273175e-90
274328	f325	AreaShape_CentralMoment_2_0	0.402256545289331	DL features	CP features	2.0950851792318694e-79
274329	f325	AreaShape_CentralMoment_2_2	0.42477050759863	DL features	CP features	2.3571109320237906e-89
274331	f325	AreaShape_ConvexArea	0.42316131964606	DL features	CP features	1.2857580715616498e-88
274332	f325	AreaShape_EquivalentDiameter	0.424298273449375	DL features	CP features	3.88256166868971e-89
274333	f325	AreaShape_InertiaTensorEigenvalues_0	0.402658116475646	DL features	CP features	1.4149509697291e-79
274334	f325	AreaShape_InertiaTensorEigenvalues_1	0.386961889518871	DL features	CP features	4.5390978332652603e-73
274335	f325	AreaShape_InertiaTensor_0_0	0.415284124170446	DL features	CP features	4.54502264200097e-85
274336	f325	AreaShape_InertiaTensor_1_1	0.364672156054647	DL features	CP features	1.9855515721174095e-64
274337	f325	AreaShape_MajorAxisLength	0.402658116475646	DL features	CP features	1.4149509697291e-79
274338	f325	AreaShape_MaxFeretDiameter	0.40597968349114	DL features	CP features	5.33895416244977e-81
274339	f325	AreaShape_MaximumRadius	0.395054360806415	DL features	CP features	2.22541898242136e-76
274340	f325	AreaShape_MeanRadius	0.419777907160873	DL features	CP features	4.4238600163804805e-87
274341	f325	AreaShape_MedianRadius	0.416174853758515	DL features	CP features	1.82624438551256e-85
274342	f325	AreaShape_MinFeretDiameter	0.400935142138966	DL features	CP features	7.61612996398945e-79
274343	f325	AreaShape_MinorAxisLength	0.386961889518871	DL features	CP features	4.5390978332652603e-73
274345	f325	AreaShape_Perimeter	0.419599683907719	DL features	CP features	5.324774443346161e-87
274346	f325	AreaShape_SpatialMoment_0_0	0.424298273449375	DL features	CP features	3.88256166868971e-89
274347	f325	AreaShape_SpatialMoment_0_1	0.428369538826573	DL features	CP features	5.1056323751437e-91
274348	f325	AreaShape_SpatialMoment_0_2	0.427780198095506	DL features	CP features	9.59831473278067e-91
274349	f325	AreaShape_SpatialMoment_0_3	0.426843252822243	DL features	CP features	2.60987432217397e-90
274350	f325	AreaShape_SpatialMoment_1_0	0.410258800442596	DL features	CP features	7.441022801689239e-83
274351	f325	AreaShape_SpatialMoment_1_1	0.421801457082539	DL features	CP features	5.355337839758909e-88
274352	f325	AreaShape_SpatialMoment_1_2	0.425381586862573	DL features	CP features	1.23495338169097e-89
274353	f325	AreaShape_SpatialMoment_1_3	0.426718616116707	DL features	CP features	2.9803269123048e-90
274354	f325	AreaShape_SpatialMoment_2_0	0.400922909895947	DL features	CP features	7.707464066864409e-79
274355	f325	AreaShape_SpatialMoment_2_1	0.413970969304528	DL features	CP features	1.73335537127753e-84
274356	f325	AreaShape_SpatialMoment_2_2	0.420287482649715	DL features	CP features	2.60542212161331e-87
274357	f325	AreaShape_SpatialMoment_2_3	0.423313575508603	DL features	CP features	1.0955712745905698e-88
274372	f325	Intensity_IntegratedIntensityEdge_BF	0.304796208332109	DL features	CP features	1.9738367141277802e-44
274373	f325	Intensity_IntegratedIntensity_BF	0.390731420830223	DL features	CP features	1.3406540907238998e-74
274376	f325	Location_CenterMassIntensity_X_BF	0.411099010606073	DL features	CP features	3.1871636986365896e-83
274377	f325	Location_CenterMassIntensity_Y_BF	0.356668742725452	DL features	CP features	1.7235887465576803e-61
274378	f325	Location_Center_X	0.415478370920622	DL features	CP features	3.7257730034549604e-85
274379	f325	Location_Center_Y	0.361144877087682	DL features	CP features	4.01590720025842e-63
274462	f326	f337	0.434637024199462	DL features	DL features	5.771710124311219e-94
274466	f326	f341	-0.366377321642853	DL features	DL features	4.590226292086209e-65
274476	f326	f355	0.310862888151039	DL features	DL features	2.95037164611762e-46
274481	f326	f363	-0.328137558394992	DL features	DL features	1.0801621192870401e-51
274485	f326	f367	0.382415876949428	DL features	DL features	2.9895393710187298e-71
274492	f326	f374	0.336851320183467	DL features	DL features	1.4133422222479401e-54
274496	f326	f379	-0.436249870583115	DL features	DL features	9.833939718700728e-95
274501	f326	AreaShape_Area	-0.366344592112252	DL features	CP features	4.72017619399842e-65
274502	f326	AreaShape_BoundingBoxArea	-0.351506871956646	DL features	CP features	1.22223385264568e-59
274503	f326	AreaShape_BoundingBoxMaximum_X	-0.340173490459915	DL features	CP features	1.06224703753351e-55
274504	f326	AreaShape_BoundingBoxMaximum_Y	-0.311823863336538	DL features	CP features	1.5009706161371899e-46
274505	f326	AreaShape_Center_X	-0.33300887372546	DL features	CP features	2.7162360709460102e-53
274506	f326	AreaShape_Center_Y	-0.310939806088622	DL features	CP features	2.7950649403552703e-46
274507	f326	AreaShape_CentralMoment_0_0	-0.366344592112252	DL features	CP features	4.72017619399842e-65
274508	f326	AreaShape_CentralMoment_0_2	-0.357883735229644	DL features	CP features	6.24884689240945e-62
274512	f326	AreaShape_CentralMoment_2_0	-0.346215227334664	DL features	CP features	8.835391228114911e-58
274513	f326	AreaShape_CentralMoment_2_2	-0.355348140615281	DL features	CP features	5.1673484036418e-61
274515	f326	AreaShape_ConvexArea	-0.360155388522613	DL features	CP features	9.269027625023892e-63
274516	f326	AreaShape_EquivalentDiameter	-0.366344592112252	DL features	CP features	4.72017619399842e-65
274518	f326	AreaShape_InertiaTensorEigenvalues_1	-0.401612380039734	DL features	CP features	3.93167096271055e-79
274519	f326	AreaShape_InertiaTensor_0_0	-0.338718278666716	DL features	CP features	3.31203806836096e-55
274522	f326	AreaShape_InertiaTensor_1_1	-0.311808189233939	DL features	CP features	1.51771661005702e-46
274525	f326	AreaShape_MaximumRadius	-0.429989855999114	DL features	CP features	8.955158418193759e-92
274526	f326	AreaShape_MeanRadius	-0.418895534700815	DL features	CP features	1.1057232248660201e-86
274527	f326	AreaShape_MedianRadius	-0.403127555851601	DL features	CP features	8.92775230937651e-80
274528	f326	AreaShape_MinFeretDiameter	-0.384887657003649	DL features	CP features	3.0907668171659996e-72
274529	f326	AreaShape_MinorAxisLength	-0.401612380039734	DL features	CP features	3.93167096271055e-79
274531	f326	AreaShape_Perimeter	-0.340025394137161	DL features	CP features	1.19289045582612e-55
274532	f326	AreaShape_SpatialMoment_0_0	-0.366344592112252	DL features	CP features	4.72017619399842e-65
274533	f326	AreaShape_SpatialMoment_0_1	-0.35951805714029	DL features	CP features	1.58557330087867e-62
274534	f326	AreaShape_SpatialMoment_0_2	-0.355312390595188	DL features	CP features	5.321735669696491e-61
274535	f326	AreaShape_SpatialMoment_0_3	-0.35243828099854	DL features	CP features	5.69980667230909e-60
274536	f326	AreaShape_SpatialMoment_1_0	-0.352042958549571	DL features	CP features	7.87976849906442e-60
274537	f326	AreaShape_SpatialMoment_1_1	-0.35738077218402	DL features	CP features	9.516105758303509e-62
274538	f326	AreaShape_SpatialMoment_1_2	-0.357445118037295	DL features	CP features	9.019017166431349e-62
274539	f326	AreaShape_SpatialMoment_1_3	-0.355985893089247	DL features	CP features	3.04464435708411e-61
274540	f326	AreaShape_SpatialMoment_2_0	-0.342946435842965	DL features	CP features	1.1943832837950699e-56
274541	f326	AreaShape_SpatialMoment_2_1	-0.352285820971839	DL features	CP features	6.45776514472484e-60
274542	f326	AreaShape_SpatialMoment_2_2	-0.355633296053424	DL features	CP features	4.0780649554261706e-61
274543	f326	AreaShape_SpatialMoment_2_3	-0.356246971858379	DL features	CP features	2.45001598285964e-61
274563	f326	Intensity_IntegratedIntensity_BF	-0.321681508930372	DL features	CP features	1.2838591123610098e-49
274566	f326	Location_CenterMassIntensity_X_BF	-0.330572313440742	DL features	CP features	1.72560576982755e-52
274567	f326	Location_CenterMassIntensity_Y_BF	-0.304588902723405	DL features	CP features	2.27474281176399e-44
274568	f326	Location_Center_X	-0.33300887372546	DL features	CP features	2.7162360709460102e-53
274569	f326	Location_Center_Y	-0.310939806088622	DL features	CP features	2.7950649403552703e-46
274599	f326	Texture_Entropy_Cy5_3_00_256	-0.301068723262913	DL features	CP features	2.4849971712655597e-43
274600	f326	Texture_Entropy_Cy5_3_01_256	-0.301413931740896	DL features	CP features	1.9692482833094897e-43
274601	f326	Texture_Entropy_Cy5_3_02_256	-0.301290575898279	DL features	CP features	2.14025247278515e-43
274602	f326	Texture_Entropy_Cy5_3_03_256	-0.300627996413032	DL features	CP features	3.3449647290244996e-43
274648	f327	f329	-0.514125524466714	DL features	DL features	2.7412090848777e-137
274650	f327	f331	0.508112670635341	DL features	DL features	1.36764850741481e-133
274658	f327	f342	0.375595728860405	DL features	DL features	1.41544935686433e-68
274662	f327	f347	-0.461159270958527	DL features	DL features	3.75626832476382e-107
274663	f327	f349	-0.488540812855397	DL features	DL features	4.690970097605529e-122
274669	f327	f357	0.394250639531106	DL features	DL features	4.78981100485157e-76
274677	f327	f365	0.483849264656823	DL features	DL features	2.1074572078344199e-119
274683	f327	f372	0.461389035422346	DL features	DL features	2.85317145125291e-107
274684	f327	f373	0.364756334989196	DL features	DL features	1.84793510027918e-64
274685	f327	f374	0.438716400347337	DL features	DL features	6.44619086623725e-96
274687	f327	f376	0.456378398392218	DL features	DL features	1.0969204091306901e-104
274689	f327	f378	-0.521644492636499	DL features	DL features	5.15478920224073e-142
274691	f327	f380	0.387826797424263	DL features	DL features	2.03185892648633e-73
274693	f327	f382	0.530106132655742	DL features	DL features	1.7421639120595398e-147
274696	f327	AreaShape_Area	-0.414904495821126	DL features	CP features	6.68954180810495e-85
274697	f327	AreaShape_BoundingBoxArea	-0.41816411723236	DL features	CP features	2.3550407329448205e-86
274698	f327	AreaShape_BoundingBoxMaximum_X	-0.383151042591428	DL features	CP features	1.5251427980690998e-71
274699	f327	AreaShape_BoundingBoxMaximum_Y	-0.395317290263748	DL features	CP features	1.73019119791082e-76
274700	f327	AreaShape_Center_X	-0.378736096158282	DL features	CP features	8.446380042423859e-70
274701	f327	AreaShape_Center_Y	-0.391128865427859	DL features	CP features	9.22472380019038e-75
274702	f327	AreaShape_CentralMoment_0_0	-0.414904495821126	DL features	CP features	6.68954180810495e-85
274703	f327	AreaShape_CentralMoment_0_2	-0.400442341448569	DL features	CP features	1.2307663790811698e-78
274706	f327	AreaShape_CentralMoment_2_0	-0.4097978589694	DL features	CP features	1.18225613892041e-82
274707	f327	AreaShape_CentralMoment_2_2	-0.417877764183503	DL features	CP features	3.1663724974003803e-86
274708	f327	AreaShape_ConvexArea	-0.414743101930721	DL features	CP features	7.88568858083464e-85
274709	f327	AreaShape_EquivalentDiameter	-0.414904495821126	DL features	CP features	6.68954180810495e-85
274710	f327	AreaShape_InertiaTensorEigenvalues_0	-0.422846285650848	DL features	CP features	1.7913309554110397e-88
274711	f327	AreaShape_InertiaTensorEigenvalues_1	-0.341358668891605	DL features	CP features	4.18518617110842e-56
274712	f327	AreaShape_InertiaTensor_0_0	-0.37237936500593	DL features	CP features	2.4510780946265102e-67
274713	f327	AreaShape_InertiaTensor_1_1	-0.381285260015413	DL features	CP features	8.392335794964479e-71
274714	f327	AreaShape_MajorAxisLength	-0.422846285650848	DL features	CP features	1.7913309554110397e-88
274715	f327	AreaShape_MaxFeretDiameter	-0.422382159755589	DL features	CP features	2.91570814973523e-88
274716	f327	AreaShape_MaximumRadius	-0.360261453486525	DL features	CP features	8.475564756327391e-63
274717	f327	AreaShape_MeanRadius	-0.398178053508025	DL features	CP features	1.10508636534499e-77
274718	f327	AreaShape_MedianRadius	-0.395464474880837	DL features	CP features	1.5028388980740402e-76
274719	f327	AreaShape_MinFeretDiameter	-0.37470761082979	DL features	CP features	3.1196512574592e-68
274720	f327	AreaShape_MinorAxisLength	-0.341358668891605	DL features	CP features	4.18518617110842e-56
274721	f327	AreaShape_Perimeter	-0.418732733607983	DL features	CP features	1.3085563486072302e-86
274722	f327	AreaShape_SpatialMoment_0_0	-0.414904495821126	DL features	CP features	6.68954180810495e-85
274723	f327	AreaShape_SpatialMoment_0_1	-0.407847111523819	DL features	CP features	8.32172092771255e-82
274724	f327	AreaShape_SpatialMoment_0_2	-0.4019818283909599	DL features	CP features	2.739637352245e-79
274725	f327	AreaShape_SpatialMoment_0_3	-0.397622214023742	DL features	CP features	1.8892770437015693e-77
274726	f327	AreaShape_SpatialMoment_1_0	-0.415894673510059	DL features	CP features	2.4343565435e-85
274727	f327	AreaShape_SpatialMoment_1_1	-0.416916888192854	DL features	CP features	8.51828857246875e-86
274728	f327	AreaShape_SpatialMoment_1_2	-0.412816049585113	DL features	CP features	5.60643182202789e-84
274729	f327	AreaShape_SpatialMoment_1_3	-0.408585002043108	DL features	CP features	3.98675988097387e-82
274730	f327	AreaShape_SpatialMoment_2_0	-0.411469739183877	DL features	CP features	2.1904918159080998e-83
274731	f327	AreaShape_SpatialMoment_2_1	-0.41762216757561	DL features	CP features	4.1183304575374814e-86
274732	f327	AreaShape_SpatialMoment_2_2	-0.416652137471709	DL features	CP features	1.11859585296185e-85
274733	f327	AreaShape_SpatialMoment_2_3	-0.413635863324858	DL features	CP features	2.43755848070681e-84
274752	f327	Intensity_IntegratedIntensityEdge_BF	-0.315929548885578	DL features	CP features	8.180428851698519e-48
274754	f327	Intensity_IntegratedIntensity_BF	-0.387352987525194	DL features	CP features	3.15664267575831e-73
274757	f327	Location_CenterMassIntensity_X_BF	-0.378610644769285	DL features	CP features	9.459816685911212e-70
274758	f327	Location_CenterMassIntensity_Y_BF	-0.388674303057852	DL features	CP features	9.21780152657242e-74
274759	f327	Location_Center_X	-0.378736096158282	DL features	CP features	8.446380042423859e-70
274760	f327	Location_Center_Y	-0.391128865427859	DL features	CP features	9.22472380019038e-75
274850	f328	f340	-0.374835680544649	DL features	DL features	2.7846332853218003e-68
274859	f328	f349	-0.340656589495612	DL features	DL features	7.271422938716431e-56
274866	f328	f359	-0.399515556883764	DL features	DL features	3.02884610624633e-78
274876	f328	f370	0.418426990324159	DL features	DL features	1.7948085479797102e-86
275034	f329	f338	-0.394652931315278	DL features	DL features	3.265319470036029e-76
275037	f329	f342	-0.324187548415915	DL features	DL features	2.0374447751218901e-50
275065	f329	f374	-0.37320133241983	DL features	DL features	1.1864361275935899e-67
275067	f329	f376	-0.335471661503651	DL features	DL features	4.1050925450491203e-54
275069	f329	f378	0.408177897967464	DL features	DL features	5.986000955032779e-82
275072	f329	f382	-0.361618266947076	DL features	DL features	2.68910597291808e-63
275075	f329	AreaShape_Area	0.325491239369203	DL features	CP features	7.76860918530022e-51
275076	f329	AreaShape_BoundingBoxArea	0.321403719486497	DL features	CP features	1.5729686072275698e-49
275083	f329	AreaShape_CentralMoment_0_0	0.325491239369203	DL features	CP features	7.76860918530022e-51
275084	f329	AreaShape_CentralMoment_0_2	0.316820486087502	DL features	CP features	4.32144461676763e-48
275087	f329	AreaShape_CentralMoment_2_0	0.315157236429646	DL features	CP features	1.4189198284281098e-47
275088	f329	AreaShape_CentralMoment_2_2	0.322798040969635	DL features	CP features	5.66639643320141e-50
275090	f329	AreaShape_ConvexArea	0.324005984284916	DL features	CP features	2.32981692960714e-50
275091	f329	AreaShape_EquivalentDiameter	0.325491239369203	DL features	CP features	7.76860918530022e-51
275093	f329	AreaShape_InertiaTensorEigenvalues_1	0.336290701229518	DL features	CP features	2.18129362753601e-54
275098	f329	AreaShape_MaximumRadius	0.328546706087696	DL features	CP features	7.943306089122e-52
275099	f329	AreaShape_MeanRadius	0.327639873976131	DL features	CP features	1.56707793293048e-51
275100	f329	AreaShape_MedianRadius	0.317336292053556	DL features	CP features	2.9837611697492497e-48
275101	f329	AreaShape_MinFeretDiameter	0.32930111035928	DL features	CP features	4.50367022740644e-52
275102	f329	AreaShape_MinorAxisLength	0.336290701229518	DL features	CP features	2.18129362753601e-54
275103	f329	AreaShape_Perimeter	0.318098857283071	DL features	CP features	1.72358038564269e-48
275104	f329	AreaShape_SpatialMoment_0_0	0.325491239369203	DL features	CP features	7.76860918530022e-51
275105	f329	AreaShape_SpatialMoment_0_1	0.318245616473791	DL features	CP features	1.55059004913063e-48
275106	f329	AreaShape_SpatialMoment_0_2	0.314186462753832	DL features	CP features	2.82887261134633e-47
275107	f329	AreaShape_SpatialMoment_0_3	0.311415309580882	DL features	CP features	2.0017578038618102e-46
275108	f329	AreaShape_SpatialMoment_1_0	0.319785608859348	DL features	CP features	5.09057509736759e-49
275109	f329	AreaShape_SpatialMoment_1_1	0.320585965027814	DL features	CP features	2.84856467336002e-49
275110	f329	AreaShape_SpatialMoment_1_2	0.318308344423302	DL features	CP features	1.48188280596496e-48
275111	f329	AreaShape_SpatialMoment_1_3	0.316568762598639	DL features	CP features	5.17609513203726e-48
275112	f329	AreaShape_SpatialMoment_2_0	0.31398727357063	DL features	CP features	3.258000962292909e-47
275113	f329	AreaShape_SpatialMoment_2_1	0.318117388704086	DL features	CP features	1.70059856867895e-48
275114	f329	AreaShape_SpatialMoment_2_2	0.318948595168646	DL features	CP features	9.327186632211699e-49
275115	f329	AreaShape_SpatialMoment_2_3	0.317960904551912	DL features	CP features	1.90348841978784e-48
275218	f330	f335	-0.344522563464195	DL features	DL features	3.41520838851634e-57
275219	f330	f336	-0.427388781473042	DL features	DL features	1.4591298971169996e-90
275221	f330	f339	-0.405156993060874	DL features	DL features	1.2066755474382699e-80
275222	f330	f340	0.360647833493372	DL features	DL features	6.11809161581301e-63
275239	f330	f359	0.370286736290915	DL features	DL features	1.54276326685833e-66
275247	f330	f368	0.333488886522152	DL features	DL features	1.88145898476052e-53
275249	f330	f370	-0.511631028262452	DL features	DL features	9.58175255332358e-136
275255	f330	f377	-0.392400452828975	DL features	DL features	2.77327241119445e-75
275258	f330	f380	-0.321489773219086	DL features	DL features	1.4772518497082698e-49
275260	f330	f383	0.390680555909721	DL features	DL features	1.40627803480058e-74
275287	f330	Granularity_2_Cy5	-0.305921683097765	DL features	CP features	9.12135814529061e-45
275289	f330	Granularity_3_Cy5	-0.302140569498918	DL features	CP features	1.20493168030593e-43
275306	f330	Intensity_IntegratedIntensity_Cy5	-0.343656348481197	DL features	CP features	6.80096829083567e-57
275314	f330	Texture_Contrast_BF_3_00_256	-0.399291749012924	DL features	CP features	3.7631516744933696e-78
275315	f330	Texture_Contrast_BF_3_01_256	-0.31421270900996	DL features	CP features	2.7766819484737703e-47
275316	f330	Texture_Contrast_BF_3_02_256	-0.394212303679662	DL features	CP features	4.9664567961119096e-76
275317	f330	Texture_Contrast_BF_3_03_256	-0.329480581060875	DL features	CP features	3.933855622335061e-52
275318	f330	Texture_Contrast_Cy5_3_00_256	-0.334713071100124	DL features	CP features	7.36122459703063e-54
275319	f330	Texture_Contrast_Cy5_3_01_256	-0.330184595340965	DL features	CP features	2.31322674447352e-52
275320	f330	Texture_Contrast_Cy5_3_02_256	-0.327932714682937	DL features	CP features	1.2594910039437498e-51
275321	f330	Texture_Contrast_Cy5_3_03_256	-0.330998407274701	DL features	CP features	1.2504651686779401e-52
275324	f330	Texture_DifferenceEntropy_BF_3_00_256	-0.347424801922251	DL features	CP features	3.34562191760964e-58
275326	f330	Texture_DifferenceEntropy_BF_3_02_256	-0.349358817467891	DL features	CP features	7.016706058553589e-59
275327	f330	Texture_DifferenceEntropy_BF_3_03_256	-0.300462410687075	DL features	CP features	3.73889695470232e-43
275328	f330	Texture_DifferenceEntropy_Cy5_3_00_256	-0.337491908631145	DL features	CP features	8.60106020052988e-55
275329	f330	Texture_DifferenceEntropy_Cy5_3_01_256	-0.336276982325008	DL features	CP features	2.20439935131167e-54
275330	f330	Texture_DifferenceEntropy_Cy5_3_02_256	-0.330206824110764	DL features	CP features	2.27486829410162e-52
275331	f330	Texture_DifferenceEntropy_Cy5_3_03_256	-0.337140946110217	DL features	CP features	1.1292549050356401e-54
275340	f330	Texture_Entropy_Cy5_3_00_256	-0.344576414339181	DL features	CP features	3.2718162165791e-57
275341	f330	Texture_Entropy_Cy5_3_01_256	-0.343240526530051	DL features	CP features	9.462092320472799e-57
275342	f330	Texture_Entropy_Cy5_3_02_256	-0.343739550566768	DL features	CP features	6.364838343929329e-57
275343	f330	Texture_Entropy_Cy5_3_03_256	-0.343814710398702	DL features	CP features	5.996590880999612e-57
275352	f330	Texture_SumAverage_Cy5_3_00_256	-0.336446292947098	DL features	CP features	1.93400529329516e-54
275353	f330	Texture_SumAverage_Cy5_3_01_256	-0.334185540850397	DL features	CP features	1.1033379152627002e-53
275354	f330	Texture_SumAverage_Cy5_3_02_256	-0.335786123242265	DL features	CP features	3.2213350422072404e-54
275355	f330	Texture_SumAverage_Cy5_3_03_256	-0.334554420580576	DL features	CP features	8.314083857341251e-54
275360	f330	Texture_SumEntropy_Cy5_3_00_256	-0.351499493211017	DL features	CP features	1.22948941847178e-59
275361	f330	Texture_SumEntropy_Cy5_3_01_256	-0.349813406761809	DL features	CP features	4.85320030752234e-59
275362	f330	Texture_SumEntropy_Cy5_3_02_256	-0.351307879357193	DL features	CP features	1.4370398719384302e-59
275363	f330	Texture_SumEntropy_Cy5_3_03_256	-0.350893811628783	DL features	CP features	2.01470038578018e-59
275372	f330	Texture_SumVariance_Cy5_3_00_256	-0.34972682024071	DL features	CP features	5.2061398847911205e-59
275373	f330	Texture_SumVariance_Cy5_3_01_256	-0.349853723799054	DL features	CP features	4.6977426321059715e-59
275374	f330	Texture_SumVariance_Cy5_3_02_256	-0.351283132642143	DL features	CP features	1.46645126717955e-59
275375	f330	Texture_SumVariance_Cy5_3_03_256	-0.349527389148561	DL features	CP features	6.12034917929165e-59
275384	f330	Texture_Variance_Cy5_3_00_256	-0.346858778649884	DL features	CP features	5.2735105026142904e-58
275385	f330	Texture_Variance_Cy5_3_01_256	-0.344063555771672	DL features	CP features	4.91981214194723e-57
275386	f330	Texture_Variance_Cy5_3_02_256	-0.346242839953442	DL features	CP features	8.64213016694756e-58
275387	f330	Texture_Variance_Cy5_3_03_256	-0.344227866918452	DL features	CP features	4.3177096211075694e-57
275392	f331	f332	0.381609508271925	DL features	DL features	6.246134903915859e-71
275401	f331	f342	0.420665967139744	DL features	DL features	1.75486512012151e-87
275406	f331	f347	-0.348624692508484	DL features	DL features	1.2718906641806401e-58
275408	f331	f349	-0.405309474585708	DL features	DL features	1.0376140110390599e-80
275410	f331	f351	-0.435476235892576	DL features	DL features	2.2992995209577496e-94
275413	f331	f357	0.366390483171704	DL features	DL features	4.53859902035715e-65
275415	f331	f361	-0.355315775889271	DL features	DL features	5.30685692294667e-61
275416	f331	f363	-0.373848999169804	DL features	DL features	6.68558465887569e-68
275418	f331	f367	0.450951345702545	DL features	DL features	6.209988724742279e-102
275423	f331	f373	0.395919014598958	DL features	DL features	9.72508616282732e-77
275424	f331	f374	0.568372708084385	DL features	DL features	2.65947907696392e-174
275427	f331	f378	-0.400017187467741	DL features	DL features	1.85947604358659e-78
275431	f331	f382	0.5030041991645381	DL features	DL features	1.65647280973299e-130
275484	f331	Granularity_2_BF	-0.302832849202713	DL features	CP features	7.531501091017109e-44
275491	f331	Granularity_4_FITC	-0.321020240421031	DL features	CP features	2.07856392114487e-49
275503	f331	Intensity_IntegratedIntensity_FITC	-0.382553764138969	DL features	CP features	2.63471995124649e-71
275521	f331	Texture_Contrast_FITC_3_00_256	-0.341115588317869	DL features	CP features	5.067900874024681e-56
275522	f331	Texture_Contrast_FITC_3_01_256	-0.344702769414966	DL features	CP features	2.9578395322726897e-57
275523	f331	Texture_Contrast_FITC_3_02_256	-0.332154684479836	DL features	CP features	5.2019540174211615e-53
275524	f331	Texture_Contrast_FITC_3_03_256	-0.343132375880875	DL features	CP features	1.03076550302201e-56
275533	f331	Texture_DifferenceEntropy_FITC_3_00_256	-0.33591742071746	DL features	CP features	2.91083876593845e-54
275534	f331	Texture_DifferenceEntropy_FITC_3_01_256	-0.336960867191607	DL features	CP features	1.29810817350927e-54
275535	f331	Texture_DifferenceEntropy_FITC_3_02_256	-0.335435253666202	DL features	CP features	4.222058627630681e-54
